temp_max,temp_avg,temp_min,prec,wd,ws,atmos_pres_avg,atmos_pres_min,atmos_pres_max,rh,ceil_hgt,visibility,FMA
14,11.63157895,9,0,140,9.3,1026,1024.7,1027.4,86.34210526,17460,13252.63158,0
14,11.70833333,10,0,75,6.1,1022.9125,1020.8,1025.9,77.71666667,1346.666667,11043.47826,0
15,12.94117647,11,0,275.4545455,6.2,1018.942857,1017.4,1021.2,74.34705882,455.2941176,12752.94118,0
14,12.14285714,10,0,319.5238095,7.2,1019.7125,1018.7,1020.9,76.06666667,6652.857143,11504.7619,0
14,11.13043478,9,0,217.6470588,7.7,1022.25,1020.7,1023.6,89.53913043,12825.71429,11195.65217,0
16,11.80952381,7,0,288.8235294,6.1,1024.4375,1022.5,1028.8,82.4,22000,11947.61905,0
17,13.0952381,10,0,300.5,13.3,1024.914286,1023.2,1026,80.64285714,13027.64706,10671.42857,0
16,13.31578947,12,0,318.9473684,10.3,1025.325,1024.2,1027,86.71578947,7885.588235,9010.526316,0
14,12.11111111,11,2,313.3333333,11.3,1024.275,1022.6,1025.5,83.7,15957.22222,11244.44444,0
14,12,11,2,330.5,13.3,1023.9875,1022.8,1025.4,90.18,4573.25,8365,0
13,11.14285714,10,0,339.5238095,12.4,1025.6125,1025.1,1026.9,71.9952381,3442.857143,10971.42857,0
14,11.04545455,10,0,336.8181818,13.3,1024.928571,1023.6,1026.5,72.66363636,3334.090909,11095.2381,0
13,11,10,3,346.8181818,13.3,1025.1875,1023.8,1026.7,80.61666667,2195.833333,11425,0
13,10.95,10,3,329,13.3,1025.6,1023.5,1027.3,86.23,5738.5,10340,0
11,10.15,9,17,345.5,13.4,1020.775,1018.5,1023.5,89.04,1347.5,8280,1
12,9.857142857,8,6,328.0952381,9.2,1018.475,1017.6,1020.1,83.73809524,5473.809524,11038.09524,0
13,10.40909091,8,2,230.9090909,5.1,1020.2125,1019.2,1021.8,75.69090909,11317.72727,11145.45455,0
13,9.923076923,8,0,128,9.3,1021.86,1020.4,1022.7,80.11538462,18073.63636,11576.92308,0
13,10.5,8,0,139.4444444,7.2,1018.757143,1016.5,1021.5,81.08333333,22000,11622.22222,0
12,9.888888889,8,0,139.4444444,9.2,1013.633333,1010,1017.5,91.85,13823.125,8916.666667,0
12,11,9,55.5,172.6315789,9.2,1006.6625,1003,1010.5,88.83181818,8218.947368,5340.909091,1
14,11.59090909,10,0,278,7.2,1005.757143,1004.3,1008.6,90.44545455,9969.444444,9327.272727,0
15,12.09090909,9,13,260,5.1,1012.275,1009.7,1016.2,87.97727273,15761.5,10313.63636,0
14,12.19047619,11,3,155,7.2,1019.085714,1018.2,1020.4,90.49047619,6346.111111,10440,0
13,11.34782609,10,0,329.1304348,11.3,1019.657143,1018,1021,87.69130435,1389.565217,10056.52174,0
14,11.5,10,7,339.5833333,9.2,1019.942857,1018.9,1021.6,86.68333333,1251.304348,8658.333333,0
13,10.75,8,3,210,7.7,1020.828571,1019.6,1021.9,83.05,9307.647059,11133.33333,0
13,10.63157895,7,0,173.0769231,4.1,1017.8125,1015.4,1021,83.24736842,9121.25,11389.47368,0
14,11.19047619,9,16,306.1538462,9.2,1013.2875,1011.2,1015.5,85.9047619,6044,8800,1
13,11.20833333,10,34,291.25,18.5,1007.371429,1004.8,1011.6,88.74166667,6879.565217,9662.5,1
14,11.28571429,10,9,325.4545455,18,1012.9375,1008.3,1017.4,91.91428571,1207.272727,9777.272727,0
14,11.8,10,0,323,10.2,1018.5625,1017.5,1019.6,87.125,5729.5,9950,0
14,11.47826087,9,0,342.7777778,8.2,1020.675,1019.9,1022.3,78.52608696,15808.57143,10978.26087,0
14,10.05263158,6,0,250,7.2,1020.957143,1019.4,1022.9,79.46315789,22000,11515.78947,0
14,11.2,10,0,338,9.2,1020.05,1018.8,1021.6,74.38,6035.5,11140,0
14,11.15789474,10,0,342.6315789,12.4,1022.6625,1020.8,1024.4,76.41578947,9462.105263,11400,0
14,11.31818182,9,0,331.3636364,10.2,1024.257143,1023.3,1025,80.30909091,8196.363636,11318.18182,0
14,12.04761905,10,0,339.047619,10.3,1025.233333,1024.4,1025.8,86.695,3417.142857,11085.71429,0
18,12.66666667,9,0,202.6315789,6.1,1026.1,1024.2,1027.6,80.92916667,22000,10066.66667,0
19,13.57142857,9,0,297,8.2,1023.4,1021.1,1025.9,64.12380952,22000,12047.61905,0
15,11.90909091,10,0,305,15.4,1020.95,1018.3,1023.8,82.40454545,7320.454545,9240.909091,0
13,11.08333333,9,21.2,322.9166667,15.4,1019.7,1018.8,1020.6,76.25416667,8528.75,11516.66667,1
12,10.6,9,512,341.5,14.4,1021.4,1018.9,1023.3,74.5,6861,11310,1
12,9.6,9,2.4,330,10.2,1022.125,1020.6,1023.8,86.61,1416.5,9635,0
13,10.0952381,8,20,324.2857143,12.3,1019.828571,1018.5,1021.6,89.61428571,1284.761905,8600,1
13,10.3,9,8,301.5,13.4,1012.0375,1007.7,1018.4,87.655,8271.052632,10640,0
12,9.666666667,8,18,302.3809524,18,1008.975,1008,1010.1,87.61904762,2386.666667,9980.952381,1
14,11,9,13,303.6363636,12.3,1010.4,1009.8,1011.3,88.00909091,14076.36364,11240,0
14,10.90909091,9,9,245.7142857,14.4,1009.8125,1007.2,1012.3,87.26363636,11148.63636,10818.18182,0
14,10.43478261,9,7,287.826087,15.4,1006.814286,1004.2,1009.2,83.39130435,9713.913043,10226.08696,0
13,11.04761905,9,53,318,18,1014.5625,1009.6,1020.3,91.91428571,190,8214.285714,1
13,11.73684211,10,0,335.2631579,10.2,1022.957143,1021.4,1024.3,87.12105263,3753.157895,11600,0
15,12.31818182,10,0,324.5454545,9.3,1023.6875,1022.5,1024.6,87.33181818,195,7536.363636,0
13,12.17391304,11,25,331.7391304,10.3,1022.7,1021.2,1024.2,97.7826087,73.69565217,1604.347826,1
14,11.95454545,10,0,327.2727273,15.4,1021.7,1020.5,1025.2,90.16363636,2189.545455,8900,0
14,11.60869565,10,3,340,10.2,1022.325,1021,1023.5,81.67391304,2231.304348,9443.478261,0
13,11.3,10,0,296.8421053,8.2,1023.266667,1022.1,1024.1,75.915,438,11420,0
14,11.09090909,10,0,331.5789474,8.2,1021.6375,1018.8,1024,77.95,2392.727273,11145.45455,0
14,11.43478261,10,0,304.7826087,7.2,1019.142857,1017.5,1021.2,73.14347826,1507.272727,12347.82609,0
14,11.29411765,10,0,146.6666667,5.1,1015.025,1012.3,1018.5,78.08235294,1760,13423.52941,0
12,11.15789474,9,0,172.5,5.1,1009.714286,1007,1013.7,88.29473684,5662.222222,10668.42105,0
12,11.05,9,17.2,301.8181818,7.2,1006.266667,1005.3,1007.8,91.47,2077.5,9090,1
14,11.5,10,15,284.7619048,11.3,1011.285714,1008.4,1015.3,89.13,1557.368421,9880,1
14,11.94736842,11,6,312.6315789,9.3,1017.625,1016.7,1018.6,89.05263158,216.3157895,9005.263158,0
13,11.47619048,10,0,320,11.3,1018.4875,1017.6,1019.5,86.63333333,311.4285714,8876.190476,0
13,10.86666667,10,3,322.6666667,14.4,1014.58,1013.9,1016,88.84,312,10880,0
13,10.64285714,8,4,306.1538462,10.3,1016,1014.6,1017.5,78.62857143,14280,11585.71429,0
13,11.15,9,0,143.75,6.1,1018.757143,1018,1019.6,85.91,5509.52381,12038.09524,0
14,11.04347826,7,0,245.8823529,6.1,1020.0125,1019.1,1020.8,81.37391304,19291.25,11456.52174,0
15,11.59090909,8,0,291.4285714,7.2,1020.9375,1019.6,1021.6,80.52727273,22000,11230.43478,0
15,12.13043478,10,0,323.0434783,9.2,1019.35,1018,1021.6,86.24782609,7866.086957,9957.142857,0
15,12.25,10,1,317.3684211,11.3,1018.65,1018,1019.8,77.06,4653.5,12650,0
15,12.15789474,9,0,340,11.3,1020.4,1019.6,1021.8,80.30526316,8288.421053,11231.57895,0
15,12,10,0,330.4545455,9.2,1021.5375,1020.5,1022.6,82.18636364,13136.36364,11090.90909,0
16,12.61904762,10,0,333.8095238,8.2,1020.7625,1019.1,1022.4,82.3,4467.619048,10728.57143,0
14,11.52173913,10,4,345.2173913,10.2,1019.6625,1018.8,1021,78.18695652,5061.73913,11147.82609,0
15,11.86363636,10,0,342.2727273,10.3,1020.3375,1019.8,1021.3,78.18181818,4308.181818,12345.45455,0
25,12.22727273,10,0,333.6363636,8.2,1021.325,1019.7,1022.6,75.16363636,5002.857143,11145.45455,0
14,11.54545455,10,0,343.1818182,11.3,1018.8,1016.7,1020.9,75.98181818,4104.545455,11400,0
13,11.09090909,10,19,325,11.3,1016.9,1015.9,1018,93.07272727,211.3636364,6168.181818,1
14,12.0952381,10,1.5,317.6190476,9.2,1017.525,1016.7,1018.1,83.93809524,4441.904762,9876.190476,0
16,11.95238095,10,0,310,11.3,1017.925,1016.7,1019.5,80.94285714,5459.52381,11142.85714,0
15,12,10,0,331.9047619,9.2,1021.7375,1020.3,1023.5,75.6952381,2435.238095,11561.90476,0
13,11.45,10,0.9,326.5,8.2,1023.3,1022.2,1024.8,82.865,4688,10560,0
15,12.22727273,11,505,336.8181818,10.2,1022.525,1021,1023.6,79.75,1338.181818,11136.36364,1
15,12.30434783,11,0,324.3478261,9.2,1021.4625,1020.5,1022.8,83.0173913,297.3913043,11147.82609,0
16,13,10,0,330.5,9.2,1021.142857,1020.5,1021.8,81.32,3534,9590,0
16,13.2,11,0,328.5,9.2,1020.516667,1019.7,1022,83.015,9561.428571,8547.619048,0
14,11.95454545,11,104,331.8181818,11.3,1019.371429,1018,1021.8,96.25909091,121.3636364,2950,1
15,12.14285714,11,4,335.7142857,9.2,1018.3625,1017.2,1019.6,87.55714286,1244.761905,7276.190476,0
15,12.41666667,11,13.5,333.4782609,12.3,1019.0625,1017.7,1020.3,95.75833333,1047.916667,4841.666667,0
15,12.19047619,10,0,314.2857143,10.2,1020.95,1019.6,1021.9,84.645,4339.047619,10371.42857,0
17,13.04545455,10,0,292.7272727,9.2,1020.575,1019.2,1022.4,81.06363636,22000,10872.72727,0
16,12.7826087,10,0,312.173913,9.2,1019,1017.9,1020.8,83.07826087,17431.57895,10643.47826,0
19,15.05,12,0,312.5,10.3,1018.25,1017.5,1019.2,81.685,11088.5,9205,0
19,15.40909091,12,0,320,10.2,1019,1018.7,1019.6,78.79090909,12077.72727,8795.454545,0
19,15.5,13,0,301,11.3,1020.071429,1019.4,1021.1,82.6,11522,10405,0
21,16.33333333,12,0,273.3333333,8.2,1018.528571,1016.6,1021.2,82.085,18696.84211,11014.28571,0
20,15.68181818,12,0,325.4545455,11.3,1017.985714,1017.1,1018.9,83.99545455,17136.11111,8940.909091,0
17,14.5,12,4,309.4117647,7.2,1017.071429,1016,1018.8,85.05555556,11180,7011.111111,0
18,14.4,12,0,285,6.1,1016.942857,1015.9,1018.6,83.66666667,8232.142857,13162.5,0
18,14.23809524,11,0,333.8095238,9.7,1019.475,1018.6,1020.6,76.13809524,9209,11914.28571,0
17,14,12,0,327.2222222,11.3,1020.4,1019.2,1021.4,79.46111111,1558.888889,11688.88889,0
18,14.26315789,13,0,317.5,12.3,1017.057143,1015.4,1018.8,85.01111111,5681.5,9370,0
17,14.375,13,0,290.625,10.2,1014.675,1014,1016.3,85.7875,1650.625,9525,0
21,15.5,11,0,142.9411765,8.2,1016.5375,1015.7,1018,82.46363636,14363,7154.545455,0
26,20.33333333,14,0,157.8571429,7.7,1017.142857,1014.7,1019.1,46.36666667,16000,10566.66667,0
30,24.36363636,18,0.9,235,9.3,1012.114286,1010.5,1015.5,41.51818182,6852.631579,8377.272727,0
21,17.27272727,14,0,286,10.2,1010.575,1009.5,1011.5,69.57272727,6088.888889,5172.727273,0
21,16.08695652,13,0,278.2608696,6.1,1013.325,1012.1,1016.1,79.30434783,8878.421053,8652.173913,0
21,16.15,12,0,194.6153846,5.1,1015.8375,1014.1,1017.2,77.845,18345.83333,9460,0
20,16.14285714,14,0,307.3684211,13.3,1013.7625,1012.4,1015.7,80.7952381,9422.631579,11795.2381,0
18,14.9047619,12,0,303.8095238,12.3,1015.671429,1015,1017.2,67.37142857,16864.7619,11504.7619,0
16,13.625,12,0,325.6521739,11.3,1018.542857,1017.3,1019.4,79.72727273,6904.347826,10575,0
17,13.95,12,0,334.5,10.2,1021.3125,1020.7,1022.1,81.115,2621.5,12560,0
18,14.25,12,0,326.5,10.2,1021.185714,1019.9,1023.1,79.26,3562.5,10110,0
18,14.8,13,0,307.5,10.3,1018.9625,1017.7,1020.6,79.9,14025.78947,10480,0
23,16.91666667,13,0,261.3636364,8.2,1018.35,1016.9,1020.2,80.975,20846.84211,8433.333333,0
19,16.35,14,0,284,8.2,1018.566667,1017.6,1019.6,80.22,13768.75,6725,0
24,17,13,0,261.875,7.2,1018.4,1016.6,1020.1,81.89444444,11025.71429,5983.333333,0
22,17.21428571,13,0,219.2307692,6.2,1017.6375,1016,1020.9,77.80714286,14160,8060,0
21,15.31818182,13,0,254.5,10.2,1016.6875,1015.7,1018.2,90.24761905,7531.190476,2586.363636,0
20,15.6,14,0,320.4761905,13.3,1015.8875,1014.7,1016.8,81.975,8878,9495.238095,0
18,15.26315789,13,0,312.1052632,15.4,1014.5625,1013.7,1016.1,81.33157895,3683.684211,11789.47368,0
17,14.73913043,13,0,319.5652174,13.3,1015,1014.1,1016,83.58695652,4072.608696,11313.04348,0
18,15.14285714,13,0,321.9047619,8.2,1017.175,1016.6,1017.8,76.44761905,11700.95238,11685.71429,0
19,15.04545455,13,0,326.5,10.2,1017.85,1017.3,1018.4,75.65909091,12173.18182,11545.45455,0
18,14.95454545,13,0,323.1818182,12.3,1016.357143,1015.2,1017.8,78.15454545,392.7272727,11372.72727,0
17,14.57142857,13,0,325.2380952,9.2,1014.9875,1014.2,1015.5,88.80952381,1237.619048,6304.761905,0
18,15.47826087,13,2,295.625,6.1,1014.6,1013.9,1015.6,85.56956522,4799.583333,7400,0
18,15.33333333,13,0,187.5,5.1,1015.0625,1014.1,1015.6,86.23333333,7559.047619,10000,0
22,16.2173913,12,0,261.5789474,8.2,1016.425,1015.7,1017.4,80.36956522,15704.73684,10113.04348,0
21,16.31818182,14,0,293.6363636,11.3,1018.7,1018,1020.1,81.60454545,12662.85714,8586.363636,0
19,16.04545455,14,0,315,11.3,1019.9875,1018.8,1021,79.62727273,15762.85714,10418.18182,0
18,15.63157895,13,0,321.5789474,12.3,1017.85,1015.4,1020.6,76.82105263,14801.66667,10936.84211,0
21,15.47826087,12,0,318.2608696,11.3,1016.542857,1015.7,1018.1,76.2,13845.625,9086.956522,0
19,15.09090909,13,0,342.2727273,10.2,1020.085714,1019.1,1020.8,75.33181818,14160.90909,11390.90909,0
19,14.91304348,13,0,326.9565217,10.2,1022.3,1021.3,1023.3,71.74545455,17291.73913,11965.21739,0
20,15.85,13,0,312.5,10.2,1020.571429,1018.8,1023.1,77.71,16621.5,11580,0
21,16.47826087,13,1,310.4347826,9.3,1017.871429,1015.6,1020.8,78.33913043,10160.90909,10726.08696,0
19,16.59090909,15,0,315,8.2,1016.2875,1015.4,1017.1,86.27272727,15079.09091,9514.285714,0
20,17.26086957,14,0,320.4545455,6.2,1017.15,1016.4,1017.9,79.55652174,13524.34783,11478.26087,0
21,17.33333333,14,0,307.3684211,7.2,1018.457143,1017.8,1019.6,76.42380952,16247.33333,10795.2381,0
22,18,14,0,196.25,7.2,1019.2,1017.1,1020.2,77.11052632,18633.84615,8989.473684,0
31,20.45833333,15,0,266.875,8.2,1017.875,1015.8,1019.5,71.67916667,12422.8125,6920.833333,0
36,26.95652174,17,0,195.2631579,9.2,1018.1375,1015.6,1019.8,30.7,20843.68421,9183.333333,1
36,31.5,27,0,154.1666667,9.3,1019.1375,1016.6,1020.8,11.88333333,22000,9620,1
33,28,23,0,160,6.2,1020.371429,1019.6,1021.2,21.21578947,22000,9730,0
20,17,15,0,305.7142857,12.4,1019.4,1017.9,1021.7,80.76666667,18891.42857,10252.38095,0
18,15.71428571,14,0,330,11.3,1018.214286,1017.1,1019.2,71.20952381,7556.190476,11142.85714,0
20,16.30434783,14,0,339.5652174,10.2,1018.9875,1017.6,1019.6,67.31304348,9241.363636,12291.30435,0
20,16.18181818,13,0,317.7272727,8.2,1019.4125,1018.2,1020.5,72.90454545,22000,11363.63636,0
20,16.5,14,0,301.8181818,11.3,1020.0625,1018.6,1021.5,82.11363636,18108.09524,9995.454545,0
20,16.14285714,14,0,314.7619048,12.3,1019.3625,1018.3,1020.5,82.89047619,4391.904762,10104.7619,0
17,15.85,15,0,311.5,14.4,1017.1,1016.1,1019.2,93.055,2294.5,3400,0
20,16.58823529,15,0,304.1176471,11.3,1014.725,1014,1015.8,82.97058824,4065.882353,12070.58824,0
21,16.52631579,14,0,300,11.3,1014.571429,1014,1015,85.9,10487.36842,8547.368421,0
18,16.13043478,15,0,296.25,10.2,1015.475,1014.9,1016.6,91.54782609,1007.916667,3454.166667,0
20,16.57142857,15,0,322.3809524,11.3,1017.6,1016.6,1019,89.12857143,2202.380952,5457.142857,0
19,16.1,14,0,331.5,11.3,1019.0375,1018.6,1019.7,73.84,3606,11080,0
18,16.23529412,14,0,325.8823529,11.3,1019,1018.5,1019.6,73.84705882,5469.411765,12682.35294,0
18,15.73913043,14,0,314.7826087,10.2,1018.525,1017.8,1019.3,89.83636364,6803.913043,7381.818182,0
19,16.08333333,15,0,327.3913043,11.3,1018.375,1017.9,1019.1,84.19166667,2035.833333,10366.66667,0
19,16.11111111,14,0,307.7777778,11.3,1018.1375,1017.3,1019.3,82.6,3835,12322.22222,0
21,16.40909091,14,0,297.7272727,11.3,1016.4,1014.7,1018.6,82.46818182,17064.09091,11945.45455,0
23,18.65217391,15,0,283.9130435,9.2,1014.6125,1012.7,1017,76.24782609,14258.23529,7073.913043,0
28,21.42857143,17,0,303.8095238,10.2,1013.725,1012.6,1015.4,44.51904762,22000,11342.85714,0
27,21.0952381,18,0,285.9090909,8.2,1016.585714,1015.9,1018.1,47.02857143,22000,11976.19048,0
28,21.44444444,15,0,305.5555556,9.2,1018.0625,1016.9,1019.7,46.95,14035.45455,8888.888889,0
20,16.2173913,14,0,306.0869565,10.3,1017.7,1015.7,1020,80.46521739,13465.65217,9152.173913,0
21,18.1875,14,0,267.6923077,7.2,1015.583333,1014.9,1017.3,73.35,17929.375,12775,0
20,16.61111111,15,0,260,8.2,1015.4,1014.3,1016,76.79411765,14798.66667,12100,0
24,17.47826087,15,0,290.952381,9.2,1017.1875,1016.4,1019.4,75.60434783,9370.47619,11186.95652,0
34,24.23529412,18,0,247.5,8.2,1019.442857,1016.9,1021.3,38.45882353,14738.46154,9994.117647,1
31,25.2,22,0,269.2307692,8.2,1020.4375,1018.3,1025.2,23.335,22000,9361.904762,0
29,19.63157895,15,0,271.0526316,10.2,1017.942857,1015.3,1020.9,67.33888889,20321.53846,9480,0
21,17.26086957,15,0,289.5652174,10.3,1017.5625,1016.4,1019.1,79,20628.75,11791.30435,0
22,17.9047619,14,0,304.2857143,10.2,1016.85,1015.7,1017.7,71.75714286,22000,9314.285714,0
20,16.86363636,14,0,319.0909091,10.2,1016.6,1015.2,1018.5,78.49545455,18046.36364,11600,0
25,17.91304348,14,0,251.9047619,8.2,1015.2,1014,1017,77.07826087,20797.77778,10526.08696,0
35,23.57894737,15,0,245.8823529,10.2,1014.8625,1013.6,1015.7,51.76315789,14046.36364,9145,1
38,28.27272727,20,0,224.5,8.2,1015.657143,1015.3,1016.6,27.74545455,22000,9900,1
32,24.04545455,18,0,293.8888889,11.3,1016.4375,1015.7,1017.9,47.59090909,22000,10013.04348,0
32,25.73684211,21,0,154.7058824,7.2,1016.114286,1011.9,1018,27.49473684,22000,9326.315789,0
32,24.35,17,0,228.125,10.2,1017.6375,1016.2,1018.8,39.78,22000,9700,0
22,19.78947368,17,0,288.9473684,10.2,1018.9,1018.1,1019.8,58.76315789,18142.35294,7326.315789,0
21,18,16,0,288.6363636,10.2,1018.425,1017,1020.3,86.34545455,7095.454545,5495.454545,0
22,18.88235294,15,0,286.4705882,9.3,1016.5375,1014.7,1018.7,77.67647059,20535.33333,8358.823529,0
24,18.71428571,15,0,288.1818182,9.3,1015.3875,1014.3,1017.1,79.04761905,18341.76471,9868.181818,0
34,22.7,16,0,229.4736842,10.2,1014.857143,1013.6,1016.5,58.88,17305,7975,1
36,22.1,16,0,257.2222222,10.2,1015.642857,1014,1017.1,68.455,16234.21053,5285,1
25,18.42857143,16,0,281.4285714,10.2,1017.328571,1016.7,1018.3,88.68571429,10918.33333,1628.571429,0
23,19.41176471,17,0,287.0588235,11.3,1017.7125,1016.9,1018.6,84.35294118,11846.47059,6629.411765,0
21,17.1875,15,0,281.1764706,11.3,1018.057143,1017.1,1019.3,85.96666667,19764.70588,7576.470588,0
21,17.42857143,15,0,310.4761905,11.3,1017.3,1016.4,1018.4,78.3,20921,12038.09524,0
20,17.14285714,16,0,313.3333333,10.3,1017.5375,1016.8,1018.2,78.13333333,8569.52381,11454.54545,0
21,16.71428571,15,0,324.2857143,10.2,1017.028571,1016,1017.8,79.18571429,17360.71429,11828.57143,0
22,17.77272727,15,0,296.0869565,9.2,1016.7625,1015.6,1017.4,77.93636364,19707.89474,11156.52174,0
25,19.45454545,15,0,279.0909091,8.2,1016.85,1015.9,1017.8,69.27619048,22000,8863.636364,0
30,23.42105263,19,0,286.3157895,7.2,1016.385714,1015.7,1017.9,23.92105263,22000,10431.57895,0
24,20.82608696,16,0,298.2608696,11.3,1018.0125,1017.1,1019.1,46.30434783,22000,11134.78261,0
21,17.65217391,16,0,309.0909091,13.3,1017.2375,1016,1018.9,80.94761905,18206.52174,11060.86957,0
28,22.3,16,0,188.6666667,7.2,1015.8375,1014.5,1017.6,44.545,22000,11480,0
27,20.57894737,16,0,245.7894737,9.2,1016.8,1016.1,1017.9,49.55263158,20437.14286,10823.80952,0
21,17.04761905,15,0,315.2380952,11.3,1018.8,1018.1,1019.8,77.06190476,8792.857143,13295.2381,0
20,17.42857143,15,0,342.3809524,9.2,1018.8125,1017.1,1020,74.73809524,6682.857143,12761.90476,0
20,16.86956522,15,0,349.5652174,10.2,1019.285714,1018.5,1019.9,77.6826087,3169.565217,10095.65217,0
18,16.19047619,15,1,343.3333333,6.2,1019.314286,1018.6,1020.2,83.61904762,1363.333333,10920,0
19,16.59090909,13,0,314,7.2,1018.775,1017.9,1019.8,77.96818182,5310.909091,12063.63636,0
20,16.81818182,15,0,330.9090909,9.3,1018.625,1017.8,1019.4,75.83636364,11205.90909,11781.81818,0
23,18.75,16,0,308.125,8.2,1018.575,1017.4,1019.8,74.755,12274,12820,0
20,17.34782609,15,0,318.5714286,8.2,1019.275,1018.5,1020.1,76.93043478,11660.95238,11852.17391,0
22,17.40909091,14,0,291.9047619,9.2,1018.975,1017.4,1020.4,79.11904762,22000,10904.54545,0
27,20.16666667,15,0,228.2608696,9.3,1016.0875,1013.4,1018.5,64.5,16411.76471,11870.83333,0
35,26.58333333,23,0,231.7647059,5.1,1014.371429,1012.8,1015.6,22.39583333,9333.333333,10862.5,1
33,27.57142857,23,0,206.4705882,6.2,1016.6625,1015.8,1017.8,17.045,22000,10818.18182,0
33,28.76190476,24,0,205,6.1,1017.675,1016.4,1019.6,14.87142857,22000,11823.80952,0
32,26.16666667,20,0,255.3333333,7.2,1017.4625,1016.7,1018.7,25.97222222,22000,12144.44444,0
27,21.80952381,18,0,286.3157895,10.2,1017.6,1016.4,1018.9,53.49047619,14977.77778,11666.66667,0
27,20.09090909,17,0,283.6842105,9.3,1018.5125,1017.3,1019.8,73.46818182,16543.125,10372.72727,0
24,18.65217391,16,0,292.9166667,10.2,1020.5625,1019.8,1021.7,82.1826087,13270.5,8950,0
20,17.54545455,16,0,333.6363636,9.3,1021.9875,1020.6,1022.8,75.96818182,11154.09091,11118.18182,0
18,16.1,15,3,329.5238095,14.4,1017.3375,1014.7,1020.3,90.68,1260.47619,7276.190476,0
