deceptive,text
truthful,1.1541842 -0.4912439 0.21518672 0.6585858 1.0753083 0.9287367 0.769962 1.0642284 0.55329704 -0.6335113 0.13645825 0.015460929 -0.57338613 0.020500476 0.26585072 0.7381871 0.43492904 1.0044649 0.8074298 -1.0738022 -1.1568363 -0.925395 0.3231566 -0.52067363 0.8506399 -0.33827248 -0.9420498 -1.0704001 0.42964458 0.26042363 0.6180438 0.32385805 -0.6379037 0.13851418 0.39660305 0.7593403 0.61051023 0.43607232 -0.24423422 0.88361317 0.3231589 -0.79591125 -0.17842284 0.6766965 0.21291597 -1.0604389 -1.0478036 0.54023963 0.9233713 0.3362912 -0.29027122 -0.2252038 -0.17813088 -0.07871799 0.035542358 -0.12679361 -0.66057074 1.1344199 -0.26152056 0.3864597 0.77936286 0.928373 0.8921118 0.071977034 0.856953 -0.6041663 -0.42430976 -0.59205437 -0.30054924 0.63843626 -0.203221 -0.07349168 -0.68012226 -1.1547107 -0.36316898 -0.92990196 -0.48505253 0.95561737 -0.6200178 0.42835307 0.2927928 -0.19600976 -0.29596767 -0.028930956 0.81532377 -0.7828604 -0.39240113 0.9342002 0.2460831 0.9773331 0.32894507 -0.29176426 -1.1405497 -0.8912176 -0.5519107 0.31921884 -1.1990238 0.33245826 -0.25122613 -0.8019165 1.1179568 1.0054964 0.690856 -0.71550083 -0.76864225 1.1521168 -0.76229286 -0.29206765 -0.43308738 -0.69438833 -0.93752927 -0.40028533 0.7529061 -0.041184288 -0.22865131 -0.68855184 -0.8632087 0.13464476 0.39219686 -1.1032838 -0.2728017 0.9419137 -0.4570985 1.2148477 0.72880757 -0.765231 1.020285 -1.0002406 -1.1416175 1.0723659 -0.86760485 -0.64183956 0.6239291 0.9914922 0.8679113 -0.1216518 -0.8861529 0.6751136 -0.36388546 -0.5511868 -0.8720477 -0.5317252 0.7454854 -0.36288214 0.69950026 -0.81186867 0.6898981 0.12515052 -0.8189514 -0.26531795 0.8637358 -0.16315016 -0.88636476 0.30076325 -0.88085055 -0.033438373 -0.561693 -0.3787889 -0.14351167 0.40503702 -0.56972706 -1.0103415 -0.2271249 -0.521893 0.09127956 0.93469113 -1.0795572 0.6397414 -1.0311624 -0.41738027 -0.74566543 0.7802861 -0.60519814 -0.59848726 0.21536675 -0.9609482 -1.0015639 -0.8459553 -0.5967999 -0.3722257 -0.18233116 0.03481711 0.8579688 -0.78475666 0.3168157 -0.8853567 1.1583793 -0.9776141 -0.18563692 0.8063658 -0.6110192 -0.5758541 -0.9617988 -0.5923703 0.7590027 -1.2356298 0.22594091 -0.015274373 0.7325375 -0.46373525
truthful,1.1487342 -0.48637116 0.21173395 0.658094 1.0702668 0.9252419 0.7678191 1.057292 0.5523213 -0.63369805 0.13551253 0.013490164 -0.5740789 0.022818943 0.26228553 0.73293716 0.4351805 1.0014021 0.8060156 -1.0698087 -1.1499262 -0.92384666 0.31897494 -0.5224376 0.8444179 -0.34077263 -0.9363425 -1.07063 0.4308705 0.25996146 0.6134414 0.31971875 -0.63710135 0.13709746 0.3962523 0.75578195 0.60957193 0.43916318 -0.24214675 0.87983817 0.32057577 -0.79635286 -0.17664634 0.6764135 0.20868398 -1.059889 -1.0443305 0.54150766 0.9241331 0.33687687 -0.29002273 -0.22452462 -0.1791059 -0.07714887 0.036205914 -0.12597264 -0.65902907 1.1368443 -0.26090923 0.3876836 0.7743023 0.9253837 0.887803 0.070707574 0.85624254 -0.60574275 -0.42813936 -0.5899119 -0.29861122 0.6402069 -0.2065662 -0.07298522 -0.6802965 -1.1504275 -0.36309618 -0.9279024 -0.48115036 0.9563898 -0.6206823 0.43033132 0.29163867 -0.1950214 -0.29338473 -0.030065771 0.8180724 -0.78237224 -0.38933685 0.93274915 0.24723037 0.9767876 0.3255738 -0.29093105 -1.1411433 -0.89006156 -0.5532703 0.31860417 -1.198889 0.32938012 -0.25032464 -0.8049875 1.115564 1.005677 0.69387645 -0.7141562 -0.7691429 1.1509537 -0.7620005 -0.2916203 -0.43270907 -0.6918016 -0.9396983 -0.4027901 0.7530256 -0.041809134 -0.22746761 -0.687528 -0.85957015 0.13320945 0.39137688 -1.1032712 -0.27212113 0.94372225 -0.4564209 1.21267 0.7255364 -0.7659957 1.022622 -1.0020554 -1.1388824 1.0677795 -0.8659422 -0.6432388 0.6251201 0.9877051 0.8703406 -0.123077326 -0.8891324 0.6713177 -0.36395377 -0.5511681 -0.8694772 -0.5310404 0.7439168 -0.36253726 0.699092 -0.8143155 0.6877843 0.1230203 -0.8192849 -0.26655552 0.8612924 -0.16640927 -0.89013517 0.3010251 -0.8793567 -0.03208528 -0.56409836 -0.37812126 -0.14232035 0.4047279 -0.5683012 -1.0071646 -0.22532879 -0.52068007 0.09024594 0.9347209 -1.0766985 0.6394103 -1.032158 -0.41854322 -0.7472448 0.7784676 -0.6009442 -0.59916925 0.21313113 -0.9590572 -1.0009258 -0.8428701 -0.5963683 -0.37075707 -0.18082194 0.036718443 0.85481876 -0.7868259 0.31607547 -0.8840845 1.1545161 -0.97784525 -0.18406592 0.8072724 -0.609669 -0.5784476 -0.96111596 -0.5923121 0.7608984 -1.2380841 0.22413641 -0.015459109 0.7326949 -0.46027136
truthful,1.1491883 -0.48697096 0.21429972 0.65823406 1.0721477 0.92175907 0.7690063 1.058566 0.5502277 -0.6327351 0.1349364 0.015023729 -0.57227236 0.02027986 0.26106542 0.73252726 0.4342625 1.0004306 0.80453366 -1.069863 -1.1537936 -0.9209217 0.32065648 -0.5201367 0.84672964 -0.33766463 -0.93916345 -1.0707144 0.43055174 0.26107204 0.61325186 0.32098803 -0.6378513 0.13830112 0.39979088 0.755614 0.61032957 0.43795153 -0.24503206 0.8831563 0.3205126 -0.7933609 -0.17859416 0.6733397 0.2116329 -1.0554042 -1.0431477 0.5380643 0.92387617 0.33647946 -0.29027304 -0.22274047 -0.17492075 -0.07772336 0.037168697 -0.1255942 -0.65933007 1.1358323 -0.25798056 0.38889182 0.777145 0.9273987 0.88657326 0.06983308 0.8514605 -0.60647035 -0.42577407 -0.58721 -0.2991002 0.6414313 -0.2022507 -0.07390693 -0.6787415 -1.1501864 -0.36281922 -0.9254312 -0.48387885 0.95791984 -0.6190104 0.42603752 0.29150295 -0.19260865 -0.29665557 -0.02992826 0.8131785 -0.7838129 -0.39014128 0.93128186 0.24570723 0.9732047 0.32867223 -0.29336727 -1.139351 -0.889507 -0.54924846 0.32121313 -1.195186 0.3283392 -0.249748 -0.80064195 1.1152359 1.003777 0.69298446 -0.7147347 -0.7656425 1.1471691 -0.7585739 -0.29457012 -0.43390936 -0.69395965 -0.9344938 -0.40271014 0.7495743 -0.04066883 -0.22815505 -0.6882422 -0.8620735 0.13287859 0.38903138 -1.0976064 -0.27376604 0.94108117 -0.457837 1.2128001 0.72535336 -0.7649786 1.0178272 -0.9982243 -1.138524 1.0693784 -0.8659559 -0.642418 0.6240617 0.98782873 0.86549133 -0.12271863 -0.88432515 0.67059785 -0.36450222 -0.55284464 -0.8687854 -0.5270812 0.7436496 -0.36509648 0.69691753 -0.8128738 0.6907833 0.123892754 -0.8169129 -0.26381516 0.86049634 -0.16505456 -0.88796395 0.29747894 -0.8780549 -0.03310893 -0.562 -0.37829813 -0.14153595 0.4074371 -0.5662102 -1.0075355 -0.2258627 -0.51950485 0.0886272 0.93334866 -1.0776091 0.6427711 -1.0311791 -0.41467765 -0.7442121 0.77665246 -0.6022683 -0.59865373 0.21260114 -0.9570086 -1.0012355 -0.84089035 -0.596691 -0.36929223 -0.18066187 0.036510453 0.8527255 -0.78538144 0.31750518 -0.8816641 1.1533116 -0.97706175 -0.18343651 0.80563474 -0.6051345 -0.5759038 -0.9566303 -0.5952747 0.76107883 -1.2323929 0.22530974 -0.016934374 0.73142815 -0.46078023
truthful,1.1533843 -0.48547056 0.21445985 0.65601337 1.0692569 0.9241346 0.7678435 1.0624336 0.55221266 -0.6340696 0.13626476 0.014046892 -0.5727555 0.02210148 0.26330006 0.7344179 0.4354119 1.0017735 0.8061564 -1.0723603 -1.1550956 -0.92422247 0.3205541 -0.5195362 0.84569037 -0.33870566 -0.93992084 -1.0697296 0.43052337 0.26280662 0.6156223 0.3240743 -0.6377136 0.13887423 0.39813864 0.7547185 0.61179984 0.43634534 -0.24333026 0.87879455 0.31830913 -0.793684 -0.17866658 0.6753655 0.21063587 -1.0556208 -1.0431342 0.5410611 0.9234972 0.33422777 -0.29104224 -0.22641638 -0.17898516 -0.0791004 0.03644422 -0.12555443 -0.6573567 1.135329 -0.25858486 0.3883849 0.7748183 0.9252652 0.8869112 0.06923438 0.85289115 -0.60584956 -0.4244778 -0.5876856 -0.2964774 0.6378784 -0.20585203 -0.072228536 -0.6796541 -1.1508237 -0.3600602 -0.9271692 -0.48302355 0.95736635 -0.61658484 0.4273951 0.29152822 -0.19302432 -0.29662377 -0.02752873 0.8143669 -0.78331614 -0.39135808 0.9315694 0.24444707 0.9746936 0.32446432 -0.29262418 -1.1403267 -0.89053696 -0.5521445 0.3190979 -1.1975379 0.32877374 -0.2524108 -0.8026796 1.1169492 1.003446 0.6918756 -0.7148011 -0.7695111 1.14907 -0.7636895 -0.29588297 -0.43205383 -0.6909764 -0.93600225 -0.4048323 0.75194293 -0.04438872 -0.22991857 -0.6856031 -0.8600164 0.13059963 0.389076 -1.1013753 -0.27445278 0.94081545 -0.45793575 1.2118515 0.726354 -0.7659892 1.0186814 -0.9975258 -1.1427008 1.0676339 -0.86596817 -0.6393829 0.62486976 0.9916955 0.8706688 -0.11905115 -0.8883941 0.67352784 -0.3599814 -0.551583 -0.8701902 -0.5270138 0.7452922 -0.36268318 0.6944321 -0.8099351 0.68984383 0.121005885 -0.8169557 -0.26370543 0.86247474 -0.16313027 -0.8862835 0.30105683 -0.8767123 -0.032082047 -0.5641515 -0.376841 -0.14190592 0.40718025 -0.56597996 -1.0096923 -0.22472376 -0.51969445 0.091671415 0.9332047 -1.0781165 0.6405537 -1.0318567 -0.4146183 -0.74732715 0.775611 -0.6025524 -0.59815073 0.21423413 -0.95854414 -1.0027202 -0.8463662 -0.59903574 -0.3694138 -0.18116926 0.034798216 0.85696155 -0.78648376 0.31621927 -0.8850828 1.1553521 -0.97732157 -0.18352944 0.80888784 -0.61001515 -0.5784454 -0.9578403 -0.5924329 0.76129717 -1.2342646 0.22438338 -0.015835624 0.73348945 -0.45972842
truthful,1.1510409 -0.48816904 0.21183845 0.6588002 1.0678189 0.9211722 0.76834375 1.058482 0.55302 -0.63167393 0.13894394 0.0167053 -0.5722398 0.021414327 0.26116896 0.7340581 0.43316555 1.003917 0.8050048 -1.0709869 -1.1511775 -0.92071486 0.31785387 -0.52331156 0.84643435 -0.3383257 -0.9392579 -1.0708659 0.4291352 0.2628604 0.6120486 0.3240923 -0.6385363 0.13961244 0.39993167 0.75790083 0.6100911 0.4363781 -0.24539247 0.882715 0.3205541 -0.7999497 -0.17776464 0.67709965 0.20980361 -1.0614108 -1.0466607 0.53997284 0.92319983 0.33627638 -0.2885357 -0.22600377 -0.17797714 -0.077891745 0.03776266 -0.12408063 -0.65853655 1.1368941 -0.25869942 0.38715422 0.77588576 0.9283538 0.8887774 0.070118524 0.8534069 -0.6045975 -0.42684832 -0.59129685 -0.30151135 0.64003485 -0.20363776 -0.07307535 -0.6795358 -1.152168 -0.36323312 -0.92680955 -0.48079824 0.9550747 -0.62154096 0.429285 0.29139075 -0.1942056 -0.29765585 -0.02869517 0.8168016 -0.786062 -0.39065903 0.9316815 0.24485242 0.9762054 0.32514626 -0.29042014 -1.1417251 -0.893567 -0.5511054 0.32300705 -1.2006881 0.33110264 -0.24968728 -0.8042609 1.116367 1.0088003 0.69150054 -0.7179534 -0.77012074 1.1488587 -0.7603741 -0.29397628 -0.43498823 -0.6910477 -0.9395697 -0.40321386 0.7490783 -0.043131553 -0.22920713 -0.69027495 -0.86185205 0.13107629 0.39305854 -1.1019336 -0.27246606 0.94322735 -0.45974162 1.213006 0.72984093 -0.76273894 1.0219176 -1.0001543 -1.1389071 1.070481 -0.86338323 -0.64133614 0.6278012 0.99135303 0.8680951 -0.119010314 -0.8876064 0.6738166 -0.36270308 -0.55146366 -0.86816263 -0.5311241 0.7471536 -0.36214375 0.6956945 -0.8101845 0.6877094 0.120282896 -0.81711096 -0.26763904 0.86417574 -0.16578028 -0.8886379 0.30264962 -0.8805492 -0.031690482 -0.5641419 -0.37440404 -0.14281483 0.4061869 -0.5677547 -1.0098262 -0.22500719 -0.5224439 0.09167427 0.9346521 -1.0802268 0.6423813 -1.033442 -0.41790873 -0.7503142 0.7755163 -0.60504895 -0.6002575 0.21262151 -0.9598308 -1.0024271 -0.84465575 -0.5953821 -0.37227312 -0.18346976 0.038726594 0.8562788 -0.7876184 0.31795844 -0.8855106 1.1569545 -0.97868615 -0.18451943 0.8066816 -0.60867393 -0.5760107 -0.96157134 -0.59468657 0.76067066 -1.2380974 0.22487302 -0.015142687 0.73067814 -0.46074042
truthful,1.1495774 -0.4889271 0.2152359 0.6556989 1.0683335 0.9247346 0.7713218 1.0595697 0.5538771 -0.6338013 0.13566545 0.014179541 -0.57434416 0.020821668 0.26454818 0.7360719 0.43570408 1.0012113 0.80784464 -1.0690348 -1.1505601 -0.92411613 0.32111028 -0.52027446 0.8481684 -0.33790338 -0.93799275 -1.07039 0.4285557 0.2626565 0.6128451 0.32113546 -0.6369505 0.13887371 0.39697286 0.7582038 0.6089185 0.43752605 -0.24185921 0.87888336 0.32106143 -0.79316914 -0.17518462 0.6740274 0.20902675 -1.0584314 -1.0444907 0.5395301 0.9201957 0.33414346 -0.28939962 -0.22412269 -0.17588113 -0.0760341 0.03417462 -0.12655364 -0.65916306 1.1328667 -0.25858673 0.38606903 0.77490914 0.92709833 0.88862973 0.06732779 0.85244375 -0.605211 -0.42704305 -0.5880676 -0.2965755 0.6403356 -0.20344982 -0.075718574 -0.6771962 -1.1546111 -0.36349177 -0.92498404 -0.4829208 0.95474845 -0.6165585 0.42840803 0.2919548 -0.19417173 -0.29364434 -0.029248605 0.8153978 -0.7829364 -0.3913734 0.93062097 0.24790804 0.9766701 0.3263385 -0.29133317 -1.1384213 -0.893474 -0.54911155 0.31836864 -1.1997138 0.3307906 -0.25255787 -0.8038276 1.1167018 1.0055118 0.6903727 -0.7146664 -0.7690227 1.1498052 -0.76071286 -0.29391697 -0.4328304 -0.6947429 -0.93763864 -0.4003071 0.74909866 -0.0431985 -0.23153734 -0.688586 -0.8607466 0.13521676 0.391901 -1.1007729 -0.27623567 0.9423903 -0.45488608 1.2125165 0.7291807 -0.762472 1.0208303 -0.99852365 -1.1410983 1.0676074 -0.86390966 -0.63854504 0.62348104 0.9887193 0.86993134 -0.12009331 -0.8865674 0.6698196 -0.36377397 -0.5515159 -0.87040716 -0.5291051 0.74665666 -0.3617598 0.69679105 -0.80964994 0.68932915 0.12082195 -0.82022005 -0.26461324 0.8613825 -0.16624504 -0.8863291 0.30215237 -0.87754416 -0.032718405 -0.56191474 -0.37396494 -0.14023548 0.40794134 -0.56986296 -1.0081978 -0.2274309 -0.5199677 0.09315343 0.93419296 -1.0768185 0.6413511 -1.03374 -0.41639027 -0.7449919 0.7792045 -0.6038142 -0.5967239 0.21294813 -0.9584102 -1.0030949 -0.8468586 -0.5986607 -0.37009585 -0.18094955 0.037002284 0.8567061 -0.7877541 0.3179086 -0.8845573 1.1570905 -0.97871846 -0.18440741 0.80856305 -0.6102517 -0.57755244 -0.9592804 -0.5932691 0.7585783 -1.2367934 0.22640307 -0.013191401 0.73214847 -0.4595114
truthful,1.1506685 -0.48846295 0.21602644 0.6575297 1.0690597 0.9271024 0.7695355 1.06124 0.5504162 -0.6350629 0.13920827 0.015698034 -0.576204 0.023390621 0.26350987 0.73385257 0.43546966 1.0059725 0.8067495 -1.0701345 -1.15388 -0.92617106 0.32000142 -0.52379113 0.85003036 -0.34008723 -0.9395453 -1.0708193 0.42988187 0.26277143 0.61500007 0.32446074 -0.63680965 0.13727607 0.39706424 0.75661975 0.6098402 0.43727607 -0.2434924 0.8801895 0.321996 -0.7959674 -0.17690212 0.6751796 0.21309668 -1.0572928 -1.043529 0.5392221 0.9200049 0.3337472 -0.2880816 -0.22321357 -0.1746323 -0.07956674 0.033147257 -0.12617543 -0.6575637 1.1368556 -0.2621894 0.38677487 0.7751328 0.92570096 0.8897857 0.06690538 0.8522648 -0.6038919 -0.4282901 -0.5871835 -0.2984936 0.6395024 -0.20604314 -0.07460299 -0.6798476 -1.1540936 -0.36346933 -0.92638123 -0.48027351 0.9582756 -0.61677265 0.42586148 0.29395264 -0.19196121 -0.29618892 -0.025820158 0.81699175 -0.78532404 -0.39225122 0.9311631 0.2467645 0.97771007 0.3244353 -0.29171377 -1.1414299 -0.8929969 -0.5497321 0.32232136 -1.1978061 0.32933068 -0.24980108 -0.80089253 1.1130587 1.0079663 0.6943251 -0.71337205 -0.7684298 1.1489474 -0.7601804 -0.29234514 -0.43012774 -0.69320154 -0.9348258 -0.40431327 0.751464 -0.04140116 -0.23074488 -0.6851276 -0.86252975 0.13184299 0.39058036 -1.0999801 -0.27497023 0.94338566 -0.4567755 1.2107794 0.7247904 -0.76346684 1.019145 -1.0007163 -1.1406789 1.0688994 -0.86680955 -0.6390934 0.62400603 0.98911583 0.8674874 -0.12189743 -0.8868205 0.67013353 -0.36158317 -0.55032396 -0.8705982 -0.5283017 0.74585366 -0.36488074 0.6981121 -0.81400657 0.68974525 0.12171644 -0.8166538 -0.2673592 0.8616279 -0.16710493 -0.88645613 0.2987057 -0.8793443 -0.03571569 -0.5626233 -0.37696883 -0.14186104 0.40905562 -0.5664918 -1.0062364 -0.22705027 -0.52104497 0.091105774 0.9318169 -1.0783863 0.6410551 -1.0348183 -0.41573557 -0.7485612 0.7766893 -0.6031648 -0.59914714 0.21278828 -0.95692164 -1.0009679 -0.8419412 -0.59499896 -0.3731936 -0.18213049 0.03720514 0.8539774 -0.7864588 0.31839564 -0.88431364 1.1527108 -0.9815923 -0.18611798 0.80910885 -0.608528 -0.5772726 -0.9619476 -0.59179974 0.7589579 -1.2349125 0.22330032 -0.015628185 0.7305587 -0.46384257
truthful,1.1478832 -0.48749867 0.21490112 0.65640783 1.0675322 0.9206713 0.7663583 1.0617151 0.5529943 -0.63215303 0.13742927 0.015475108 -0.57346064 0.019434337 0.26056066 0.73178315 0.43384182 1.0021796 0.8051604 -1.0716376 -1.1516798 -0.9205688 0.3184404 -0.52083945 0.84798115 -0.3372908 -0.9378405 -1.0705113 0.42907095 0.2615537 0.6146071 0.32426366 -0.6372849 0.140169 0.39591601 0.7573522 0.6109354 0.43900505 -0.24240768 0.8807481 0.3220871 -0.79781103 -0.17561051 0.6767588 0.20982118 -1.0558074 -1.0450082 0.53888386 0.92078614 0.33778998 -0.29276142 -0.2248103 -0.1765098 -0.07879435 0.03398982 -0.12510858 -0.65727025 1.1336858 -0.2620865 0.38930902 0.7775344 0.92556673 0.8915394 0.06778228 0.85528374 -0.6044536 -0.42805573 -0.591141 -0.29911333 0.6381793 -0.20550776 -0.072819814 -0.6777796 -1.1529149 -0.3613916 -0.9296099 -0.48444557 0.95855963 -0.6186205 0.42918292 0.29587018 -0.19188562 -0.29784304 -0.027868116 0.81661326 -0.7857303 -0.38939068 0.9307277 0.24527511 0.9771978 0.3249316 -0.29082176 -1.1415969 -0.89188004 -0.54909766 0.31883374 -1.1968784 0.33179832 -0.2527063 -0.80469805 1.1173724 1.0084093 0.6910784 -0.7178282 -0.7666876 1.1519684 -0.76372707 -0.29291686 -0.43280983 -0.69320863 -0.9400488 -0.4006917 0.749571 -0.044110205 -0.22743407 -0.6856374 -0.8631623 0.13396086 0.3941247 -1.1019044 -0.27428856 0.9433043 -0.4550143 1.2119057 0.7283537 -0.7656618 1.0205781 -0.9979847 -1.1404989 1.0673623 -0.86355186 -0.640885 0.62661886 0.99091405 0.8703592 -0.12034005 -0.8888701 0.6701505 -0.36157498 -0.5508332 -0.8687691 -0.5307098 0.7422537 -0.36380622 0.69760036 -0.81027067 0.69039154 0.12415458 -0.8171592 -0.26535684 0.8630565 -0.1633832 -0.89033324 0.3017028 -0.87849873 -0.034558654 -0.5613066 -0.3746268 -0.14471166 0.4065618 -0.5708824 -1.0063592 -0.2254835 -0.5203022 0.09147288 0.93465936 -1.0785745 0.6424686 -1.0337032 -0.41778198 -0.7484078 0.7784803 -0.6044841 -0.59939 0.21674661 -0.9593745 -1.0016949 -0.84589267 -0.59756094 -0.37235248 -0.18468252 0.038066477 0.85674405 -0.78779763 0.3150665 -0.8833781 1.1572257 -0.97962135 -0.18557285 0.8090519 -0.60945576 -0.5782061 -0.9608835 -0.5934909 0.7629082 -1.2378386 0.22590356 -0.015647905 0.7352927 -0.4644286
truthful,1.1504524 -0.4865568 0.21147554 0.65695643 1.0695453 0.92348766 0.7686154 1.0599198 0.5505951 -0.63281417 0.13892397 0.0132279135 -0.57045484 0.019254886 0.2617829 0.7326726 0.4371368 0.9996758 0.8080156 -1.0703555 -1.152849 -0.9228186 0.3191459 -0.5215797 0.8448312 -0.3393057 -0.9389771 -1.0701351 0.43118674 0.26338986 0.6116279 0.32214317 -0.6366476 0.14131393 0.39829025 0.75944513 0.61053795 0.44051287 -0.24246868 0.8862299 0.32011655 -0.79979247 -0.17876893 0.6762656 0.20920475 -1.0602049 -1.0491995 0.5421511 0.9222783 0.33455792 -0.29112604 -0.22621879 -0.17805639 -0.076538414 0.036522087 -0.12774244 -0.6600736 1.135776 -0.2590612 0.390153 0.7806764 0.9306081 0.8895164 0.07136592 0.85740256 -0.60666895 -0.42740735 -0.59142166 -0.3015918 0.6423606 -0.20563105 -0.073328175 -0.6817736 -1.155917 -0.36161083 -0.929303 -0.48434958 0.95829934 -0.6193358 0.42995405 0.29548138 -0.1937891 -0.29524076 -0.02900555 0.81899077 -0.7876907 -0.39189807 0.9320531 0.2453862 0.97896177 0.32778648 -0.28910774 -1.142445 -0.89573383 -0.55270684 0.31939703 -1.2005737 0.3337795 -0.25341278 -0.8054118 1.1164557 1.0056095 0.691146 -0.713918 -0.7703937 1.149797 -0.76356816 -0.2928742 -0.43399307 -0.69117606 -0.93702304 -0.40557757 0.75155437 -0.042273257 -0.23045456 -0.6905953 -0.86233 0.13313374 0.3903115 -1.1042273 -0.2759186 0.94064444 -0.4589501 1.2150117 0.7262883 -0.7660828 1.023185 -1.0004016 -1.1407409 1.0729995 -0.8664517 -0.6408889 0.62723714 0.9926 0.868162 -0.122182496 -0.8879608 0.6758347 -0.36175016 -0.5549282 -0.8699852 -0.5311813 0.74764615 -0.3641682 0.6991171 -0.81281954 0.6917806 0.1248393 -0.81933224 -0.26647732 0.86151546 -0.16669454 -0.8899013 0.30167153 -0.8812552 -0.032650854 -0.5642795 -0.37594867 -0.14372239 0.40765348 -0.5711651 -1.0103058 -0.22419077 -0.52069664 0.08935842 0.93503535 -1.078519 0.6427013 -1.0329978 -0.41668364 -0.7488585 0.77946854 -0.6013877 -0.5989491 0.21466526 -0.96022975 -1.0036637 -0.8465273 -0.59869057 -0.37371033 -0.18010308 0.037836842 0.85796124 -0.78631634 0.31811962 -0.88644016 1.1567395 -0.9794397 -0.18394047 0.8078741 -0.60879195 -0.57684785 -0.9605595 -0.59684163 0.76127887 -1.2347666 0.22718848 -0.01641343 0.73278797 -0.46314532
truthful,1.1504182 -0.4881469 0.21168067 0.65687996 1.0714628 0.9259321 0.7709411 1.0636716 0.55418706 -0.6349352 0.13773678 0.016894227 -0.5720555 0.021065312 0.26124933 0.73322797 0.43734103 1.0039426 0.806522 -1.069553 -1.1535423 -0.9246738 0.32182184 -0.5219332 0.84434533 -0.3383945 -0.9392206 -1.0715966 0.4310874 0.26046878 0.613793 0.3220506 -0.63806003 0.13810407 0.40033254 0.75966525 0.61487275 0.43714315 -0.24197012 0.8841489 0.3225744 -0.7952322 -0.18040498 0.6755055 0.21378012 -1.0577947 -1.0472128 0.5427474 0.9232804 0.33541638 -0.29074308 -0.22406001 -0.17955773 -0.07626872 0.03420814 -0.12583777 -0.6595279 1.1358651 -0.26000658 0.3879465 0.77898777 0.9310764 0.8896133 0.06992266 0.8536544 -0.6059949 -0.42900994 -0.58867097 -0.29813957 0.6391148 -0.20304321 -0.07513682 -0.6807577 -1.1529477 -0.3638639 -0.9291381 -0.48100728 0.95830065 -0.618281 0.42667192 0.29532048 -0.19179903 -0.29500896 -0.02802774 0.81786245 -0.7829084 -0.39147398 0.93484706 0.24439232 0.976064 0.32806304 -0.2909324 -1.1392003 -0.8935701 -0.54872274 0.3184353 -1.1962774 0.33034918 -0.25061065 -0.8009259 1.1140573 1.006336 0.69450796 -0.7148439 -0.76615846 1.1480875 -0.7597037 -0.29419914 -0.43360636 -0.6945911 -0.93516535 -0.40336192 0.750201 -0.04311209 -0.22707821 -0.6895027 -0.86290276 0.13451011 0.39194918 -1.1011095 -0.27237144 0.9444045 -0.4562231 1.2130265 0.72620386 -0.764708 1.0186608 -0.99779165 -1.1415423 1.0722802 -0.8641945 -0.6419128 0.6262727 0.9903747 0.8706193 -0.11885919 -0.8881183 0.6752819 -0.36483797 -0.5544761 -0.8690227 -0.5311916 0.74645 -0.36353534 0.69537145 -0.81215394 0.68957716 0.124101475 -0.81865215 -0.26307544 0.8606965 -0.16618866 -0.8879981 0.29956508 -0.8807101 -0.031034078 -0.56134176 -0.37727967 -0.14179279 0.40749183 -0.5689703 -1.0100377 -0.22557749 -0.5217782 0.09002509 0.93395185 -1.0807482 0.6437433 -1.0339289 -0.41771787 -0.7490655 0.77986234 -0.60167915 -0.59642607 0.21215911 -0.9590916 -1.0014387 -0.84416 -0.5961213 -0.37065756 -0.18330334 0.037894495 0.85882956 -0.7856324 0.3160674 -0.8823457 1.1537344 -0.97942287 -0.18621927 0.8080643 -0.60939187 -0.5775106 -0.9619686 -0.59372145 0.76192486 -1.2378601 0.22610924 -0.012767635 0.73413736 -0.46142498
